bookID,title,authors,average_rating,isbn,isbn13,language_code,  num_pages,ratings_count,text_reviews_count,Pub_Month,Pub_Day,Pub_Year,publisher
16532,Of Love and Shadows,Isabel Allende,3.97,553383833,9.78E+12,eng,304,17808,403,8,30,2005,DialPress
4987,Jailbird,Kurt Vonnegut Jr.,3.82,385333900,9.78E+12,eng,310,17881,593,1,12,1999,DialPress
9591,Wampeters  Foma and Granfalloons,Kurt Vonnegut Jr.,3.79,385333811,9.78E+12,en-US,318,7213,139,1,12,1999,DialPress
12662,Caravans,James A. Michener,4.05,812969820,9.78E+12,eng,320,4753,400,9,9,2003,DialPress
8646,Crow Lake,Mary Lawson,3.88,385337639,9.78E+12,eng,324,14109,1591,1,13,2003,DialPress
12142,Seven Plays,Sam Shepard,4.18,553346113,9.78E+12,eng,336,4967,105,5,1,1984,DialPress
33722,The Undomestic Goddess,Sophie Kinsella,3.83,385338694,9.78E+12,eng,404,235032,6613,4,25,2006,DialPress
19534,The Brothers K,David James Duncan,4.38,055337849X,9.78E+12,eng,645,12703,1665,6,1,1996,DialPress
16735,The Prince of Tides,Pat Conroy,4.24,553381547,9.78E+12,eng,679,178717,3473,3,26,2002,DialPress
42953,Alaska,James A. Michener,4.12,037576142X,9.78E+12,eng,868,9330,590,11,12,2002,DialPress
12658,Hawaii,James A. Michener,4.2,375760377,9.78E+12,eng,1136,66298,1383,7,9,2002,DialPress
43650,Something Borrowed,Rebecca Hagan Lee,4.14,786500735,9.78E+12,eng,282,38,1,2,1,1995,Diamond/Charter
16093,Fuselfieber,David Sedaris,3.79,3453198255,9.78E+12,ger,320,14,0,4,1,2002,DianaTB
3254,The Trojan Women,Euripides,3.89,1420927329,9.78E+12,eng,80,4577,126,1,1,2006,Digireads.com
2022,The Frogs,Aristophanes,3.8,1420926713,9.78E+12,en-US,88,3,1,1,1,2005,Digireads.com
3087,A Room with a View,E.M. Forster,3.91,1420925431,9.78E+12,eng,119,128596,3422,1,1,2005,Digireads.com
18315,The Picture of Dorian Gray,Oscar Wilde,4.08,1420925288,9.78E+12,en-US,124,838,52,1,1,2005,Digireads.com
3167,Phaedrus/Apology/Crito/Symposium,Plato,3,1420926845,9.78E+12,en-US,144,19,0,1,1,2006,Digireads.com
16900,Civil Disobedience and Other Essays,Henry David Thoreau,4.06,1420925229,9.78E+12,eng,188,13736,189,1,1,2005,Digireads.com
30231,Little Butterfly  Volume 02,Hinako Takanaga,4.18,1569709068,9.78E+12,eng,170,760,8,9,19,2006,DigitalMangaPublishing
26835,Can't Win With You 1,Satosumi Takaguchi,3.57,1569708126,9.78E+12,eng,176,77,3,8,15,2007,DigitalMangaPublishing
14143,The Art of Loving,Eiki Eiki,3.51,1569709084,9.78E+12,en-US,184,172,13,4,5,2006,DigitalMangaPublishing
30232,Little Butterfly  Volume 03,Hinako Takanaga,4.21,156970905X,9.78E+12,eng,184,609,6,12,6,2006,DigitalMangaPublishing
30233,Little Butterfly  Volume 01,Hinako Takanaga,4.07,1569709076,9.78E+12,eng,184,1540,31,5,30,2006,DigitalMangaPublishing
25816,Only the Ring Finger Knows,Satoru Kannagi,4.1,1569709807,9.78E+12,eng,208,3299,57,8,1,2004,DigitalMangaPublishing
25814,Only the Ring Finger Knows: The Lonely Ring Finger (Only the Ring Finger Knows  #1),Satoru Kannagi,3.99,1569709041,9.78E+12,eng,210,925,37,3,28,2006,DigitalMangaPublishing
27763,Cold Sleep (Cold Series #1),Narise Konohara,3.73,1569708878,9.78E+12,eng,226,278,14,8,9,2006,DigitalMangaPublishing
25804,Only the Ring Finger Knows: The Left Hand Dreams of Him (Only the Ring Finger Knows  #2),Satoru Kannagi,3.94,1569708851,9.78E+12,eng,242,529,17,7,5,2006,DigitalMangaPublishing
25803,Only the Ring Finger Knows: The Ring Finger Falls Silent (Only the Ring Finger Knows #3),Satoru Kannagi,4.04,1569708843,9.78E+12,en-US,250,352,12,10,26,2006,DigitalMangaPublishing
16598,Vampire Hunter D Volume 04: Tale of the Dead Town,Hideyuki Kikuchi,3.92,1595820930,9.78E+12,en-US,205,1158,30,5,24,2006,DigitalMangaPublishing
16595,Vampire Hunter D Volume 06: Pilgrimage of the Sacred and the Profane,Hideyuki Kikuchi,4.1,1595821066,9.78E+12,en-US,208,844,26,11,22,2006,DigitalMangaPublishing
16596,Vampire Hunter D Volume 05: The Stuff of Dreams,Hideyuki Kikuchi,3.99,1595820949,9.78E+12,en-US,208,1083,26,9,13,2006,DigitalMangaPublishing
16601,Vampire Hunter D Volume 07: Mysterious Journey to the North Sea - Part One,Hideyuki Kikuchi,4.27,1595821074,9.78E+12,en-US,209,1062,19,5,7,2007,DigitalMangaPublishing
16597,Demon Deathchase (Vampire Hunter D  #3),Hideyuki Kikuchi,4.02,1595820310,9.78E+12,eng,211,1506,53,1,18,2006,DigitalMangaPublishing
2896,Das Parfum. Die Geschichte eines Mörders,Patrick Süskind,4.02,3257228007,9.78E+12,ger,321,9674,343,6,1,1994,Diogenes
11771,Das Hotel New Hampshire,John Irving,3.9,3257211945,9.78E+12,ger,597,301,19,1,1,1984,DiogenesVerlag
18432,The Real Rule of Four: The Unauthorized Guide to the New York Times #1 Bestseller,Joscelyn Godwin,3.46,1932857087,9.78E+12,eng,208,88,5,11,1,2005,DisinformationBooks
22443,Underground! The Disinformation Guide to Ancient Civilizations  Astonishing Archaeology and Hidden History,Preston Peet,3.84,1932857192,9.78E+12,eng,343,157,5,10,1,2005,DisinformationCompany
22448,You are Being Lied To: The Disinformation Guide to Media Distortion  Historical Whitewashes  and Cultural Myths,Russ Kick,3.87,966410076,9.78E+12,eng,399,1010,34,4,1,2001,DisinformationCompany
30602,The Art of the Hunchback of Notre Dame,Stephen Rebello,4.44,078686334X,9.78E+12,eng,192,7,1,11,21,1997,DisneyEditions
8370,The Making Of Disney's Animal Kingdom Theme Park,Melody Malmberg,4.32,786864028,9.78E+12,eng,192,34,2,5,1,1998,DisneyEnterprises
44187,The Sea of Monsters (Percy Jackson and the Olympians  #2),Rick Riordan,4.24,1423103343,9.78E+12,eng,280,10551,1205,4,1,2007,DisneyHyperionBooks
28187,The Lightning Thief (Percy Jackson and the Olympians  #1),Rick Riordan,4.25,786838655,9.78E+12,eng,375,1766725,47951,3,1,2006,DisneyHyperionBooks
8773,Violet's House: A Giant Touch-and-Feel Book (Baby Einstein),Julie Aigner-Clark,4,786818727,9.78E+12,eng,10,39,7,11,1,2003,DisneyPress
17295,Birthday Machine (Disney's Little Einsteins Early Reader),Susan Ring,4.29,786849711,9.78E+12,eng,12,21,2,9,1,2006,DisneyPress
14378,Sweet Dreams  Mimi (Baby Einstein),Julie Aigner-Clark,3.13,786851155,9.78E+12,eng,16,37,3,4,1,2004,DisneyPress
17289,Galactic Goodnight (Disney's Little Einsteins),Susan Ring,4.42,786849738,9.78E+12,eng,20,12,2,9,1,2006,DisneyPress
17293,Babies (Baby Einstein),Julie Aigner-Clark,4,786808381,9.78E+12,eng,20,31,2,4,2,2002,DisneyPress
17292,Mission: Where's June? (Disney's Little Einstein),Susan Ring,4.5,786855398,9.78E+12,eng,24,12,1,4,5,2006,DisneyPress
36853,Tyrannosaurus Wrecks (Stanley  #1),Laura Driscoll,5,786845031,9.78E+12,eng,24,2,1,2,1,2003,DisneyPress
17296,Music of the Meadow (Little Einsteins Early Reader),Susan Ring,3.7,786855371,9.78E+12,eng,28,26,1,9,1,2006,DisneyPress
17294,Butterfly Suits (Disney's Little Einsteins),Marcy Kelman,3.68,078685538X,9.78E+12,eng,32,26,4,9,1,2006,DisneyPress
5883,The Pirate Chase (Pirates of the Caribbean: Jack Sparrow  #3),Rob Kidd,3.89,1423100204,9.78E+12,eng,119,730,20,8,1,2006,DisneyPress
5882,The Sword of Cortés (Pirates of the Caribbean: Jack Sparrow  #4),Rob Kidd,3.98,1423100611,9.78E+12,en-US,122,644,14,10,1,2006,DisneyPress
5885,The Siren Song (Pirates of the Caribbean: Jack Sparrow  #2),Rob Kidd,3.86,1423100190,9.78E+12,eng,123,859,27,6,1,2006,DisneyPress
5886,The Coming Storm (Pirates of the Caribbean: Jack Sparrow  #1),Rob Kidd,3.83,1423100182,9.78E+12,en-US,135,1414,82,6,1,2006,DisneyPress
5881,The Age of Bronze (Pirates of the Caribbean: Jack Sparrow  #5),Rob Kidd,4.05,1423101685,9.78E+12,eng,144,548,14,12,1,2006,DisneyPress
25809,The Ring Bearer,Laura Godwin,3.44,078685510X,9.78E+12,en-US,32,17,2,2,20,2006,DisneyPress
45440,The Legend of Spud Murphy,Eoin Colfer,3.88,786855010,9.78E+12,eng,96,92,25,9,6,2004,DisneyPress
17230,Sirens and Sea Monsters (Tales from the Odyssey #3),Mary Pope Osborne,4.04,786809302,9.78E+12,en-US,112,371,22,8,18,2003,DisneyPress
45432,The Supernaturalist,Eoin Colfer,3.86,078685149X,9.78E+12,en-US,267,24863,1001,4,20,2005,DisneyPress
37347,If I Have a Wicked Stepmother  Where's My Prince?,Melissa Kantor,3.66,786809604,9.78E+12,en-US,283,4393,432,9,1,2005,DisneyPress
19476,Be More Chill,Ned Vizzini,3.68,786809965,9.78E+12,eng,287,9836,1202,9,1,2005,DisneyPress
45431,Half Moon Investigations,Eoin Colfer,3.77,786849606,9.78E+12,en-US,304,279,41,4,1,2007,DisneyPress
19475,It's Kind of a Funny Story,Ned Vizzini,4.13,786851961,9.78E+12,eng,444,704,111,4,1,2006,DisneyPress
34262,Peter and the Starcatchers (Peter and the Starcatchers  #1),Dave Barry,4.03,078684907X,9.78E+12,eng,452,66017,4284,5,1,2006,DisneyPress
31333,Violin,Anne Rice,3.28,8466302204,9.79E+12,eng,289,15886,405,1,1,2002,Distribooks
27440,The Marvel Encyclopedia,Tom DeFalco,4.37,756623588,9.78E+12,eng,352,1049,43,10,16,2006,DKPublishing
8362,Animal: The Definitive Visual Guide to the World's Wildlife,David Burnie,4.51,756616344,9.78E+12,eng,624,570,17,9,19,2005,DKPublishing
8770,My First Word Touch and Feel,Anne Millard,3.79,789479311,9.78E+12,eng,12,24,6,9,19,2001,DKPublishing
35459,Star Wars:  Revenge of the Sith Incredible Cross-Sections,Curtis Saxton,4.21,756611296,9.78E+12,eng,32,100,4,4,2,2005,DKPublishing
8417,Tree (Eyewitness Books),David Burnie,4.02,789458209,9.78E+12,eng,64,5,0,6,14,2000,DKPublishing
9148,The Illustrated Book of Ballet Stories (with CD),Barbara  Newman,4.18,789460971,9.78E+12,eng,64,64,5,6,14,2000,DKPublishing
31855,A Young Person's Guide To Philosophy,Jeremy Weate,3.92,789430746,9.78E+12,eng,64,58,8,9,21,1998,DKPublishing
35450,Star Wars: Episode III - Revenge of the Sith: The Visual Dictionary,James Luceno,4.16,756611288,9.78E+12,eng,64,748,18,4,2,2005,DKPublishing
23818,A Faith Like Mine,Laura Buller,3.91,756611776,9.78E+12,eng,80,50,19,8,15,2005,DKPublishing
35424,You Can Draw: Star Wars,Bonnie Burton,4.05,075662343X,9.78E+12,eng,96,48,11,1,15,2007,DKPublishing
35402,Star Wars: The Ultimate Visual Guide,Daniel  Wallace,4.33,756630525,9.78E+12,eng,160,945,17,3,19,2007,DKPublishing
35400,Star Wars: The Complete Visual Dictionary,James Luceno,4.33,756622387,9.78E+12,eng,272,1094,40,9,25,2006,DKPublishing
8767,Touch & Feel: Animals Boxed Set,Jennifer Quasha,4.04,789488779,9.78E+12,eng,36,24,3,2,15,2003,DKPublishing
27438,The DC Comics Encyclopedia,Scott Beatty,4.29,075660592X,9.78E+12,eng,352,125,6,10,4,2004,DKPublishing
39476,Stephen Biesty's Incredible Explosions,Stephen Biesty,4.41,789410249,9.78E+12,eng,32,30,2,7,1,1996,DKPublishing
38592,Plants Bite Back! (DK Readers),Richard Platt,3.88,789447541,6.36E+11,eng,48,21,5,10,25,1999,DKPublishing
39473,Disaster!: Catastrophes That Shook the World,Richard Bonson,4.06,789420341,9.78E+12,eng,63,16,2,9,1,1997,DKPublishing
35404,Star Wars Complete Locations,James Luceno,4.31,756614198,9.78E+12,eng,175,141,9,12,31,2005,DKPublishing
23261,The Story of Philosophy: A Concise Introduction to the World's Greatest Thinkers and Their Ideas,Bryan Magee,4.14,751333328,9.78E+12,eng,240,518,45,11,1,2005,DKPublishing
20498,Reptiles and Amphibians (Smithsonian Handbooks),Mark O'Shea,4,789493934,9.78E+12,eng,256,56,5,10,1,2002,DKPublishing
38238,Australia,Kate Hemphill,4.07,756615690,9.78E+12,eng,616,69,0,8,1,2006,DKPublishing
16300,Sleeping Murder (Miss Marple  #13),Agatha Christie,3.95,2317850,9.78E+12,eng,242,19657,884,8,4,2003,DoddMead
17032,Flatland: A Romance of Many Dimensions,Edwin A. Abbott,3.82,1406503436,9.78E+12,eng,100,11,1,1,16,2006,DodoPress
45057,Stalky & Co.,Rudyard Kipling,3.89,1406503258,9.78E+12,eng,212,552,42,12,21,2005,DodoPress
25932,Lost Illusions (La Comédie Humaine),Honoré de Balzac,4.16,1406506583,9.78E+12,eng,656,6422,161,5,1,2006,DodoPress
40291,Shadow Puppets (Shadow Series  #3),Orson Scott Card,3.89,641573049,9.78E+12,eng,345,3,0,8,19,2002,DohertyTomAssociatesLLC
25510,The Days of Vengeance: An Exposition of the Book of Revelation,David H. Chilton,4.18,930462092,9.78E+12,eng,754,120,28,1,1,1987,DominionPress
44233,Judas Pig,Horace  Silver,4.27,1904316344,9.78E+12,eng,345,63,9,7,1,2004,Do-NotPress
8359,Flowers (Eyewitness Explorers),David Burnie,3.85,789422131,9.78E+12,eng,64,8,2,9,15,1997,DorlingKindersleyChildren
34524,Where's My Cow? (Discworld  #34.5),Terry Pratchett,4.11,038560937X,9.78E+12,eng,32,9116,294,10,1,2005,DoubledayBooks
20241,Bill Bryson's African Diary,Bill Bryson,3.44,385605145,9.78E+12,eng,63,264,22,12,2,2002,DoubledayBooks
43344,The Christmas Thief (Regan Reilly Mysteries  #9),Mary Higgins Clark,3.61,739447343,9.78E+12,eng,253,12,2,1,1,2004,DoubledayBooks
15111,The French Kitchen: A Cookbook,Joanne Harris,4.09,385607016,9.78E+12,eng,256,35,0,11,3,2003,DoubledayBooks
5415,'Salem's Lot,Stephen King,4.02,965772411,9.78E+12,eng,405,1039,130,10,17,1975,DoubledayBooks
9031,The Devil in the White City Murder  Magic  and Madness at the Fair That Changed America,Erik Larson,3.99,385602731,9.78E+12,eng,447,283,37,3,3,2003,DoubledayBooks
10689,The Devil in the White City Murder  Magic and Madness at the Fair that Changed America,Erik Larson,3.99,385602057,9.78E+12,eng,464,22,6,3,3,2003,DoubledayBooks
15110,The Lollipop Shoes (Chocolat  #2),Joanne Harris,3.83,385609485,9.78E+12,eng,464,200,27,5,2,2007,DoubledayBooks
43910,The King's Buccaneer (Krondor's Sons  #2),Raymond E. Feist,4.02,385236255,9.78E+12,en-GB,465,131,6,10,18,1992,DoubledayBooks
42883,Bill Bryson: The Complete Notes,Bill Bryson,4.09,038560131X,9.78E+12,eng,544,901,36,10,5,2000,DoubledayBooks
2868,The Golden Tulip,Rosalind Laker,3.94,385415605,9.78E+12,eng,585,29,4,9,1,1991,DoubledayBooks
5413,'Salem's Lot,Stephen King,4.25,385516487,9.78E+12,eng,594,84123,571,11,1,2005,DoubledayBooks
23919,The Complete Stories and Poems,Edgar Allan Poe,4.38,385074077,9.78E+12,eng,821,183869,1226,8,15,1984,DoubledayBooks
17915,Arcadia,Tom Stoppard,4.19,1568651376,9.78E+12,eng,97,48,3,5,1,1995,DoubledayBooks
42382,The Caine Mutiny Court-Martial,Herman Wouk,4.12,385514417,9.78E+12,eng,120,281,10,4,20,1954,DoubledayBooks
8062,The Poppy Seed Cakes,Margery Clark,4.37,385074573,9.78E+12,eng,158,57,9,10,1,1964,DoubledayBooks
42040,Love Poems and Sonnets,William Shakespeare,4.34,385017332,9.78E+12,eng,160,5808,64,9,3,1957,DoubledayBooks
38313,Whole Earth Software Catalog,Stewart Brand,3.92,385191669,9.78E+12,en-US,208,13,1,10,1,1984,DoubledayBooks
16717,You Don't Love Me Yet,Jonathan Lethem,2.81,038551218X,9.78E+12,eng,225,3854,547,5,29,2007,DoubledayBooks
18615,Princess Sultana's Daughters,Jean Sasson,3.89,038547444X,9.78E+12,eng,229,59,5,6,1,1994,DoubledayBooks
8713,Point to Point Navigation,Gore Vidal,3.7,385517211,9.78E+12,eng,277,621,90,11,7,2006,DoubledayBooks
11621,Selected Poetry of Emily Dickinson,Emily Dickinson,4.17,385487185,9.78E+12,eng,299,77,3,4,14,1997,DoubledayBooks
13158,See How They Run,James Patterson,3.84,1568654235,9.78E+12,eng,320,48,1,7,8,1997,DoubledayBooks
22285,Rant,Chuck Palahniuk,3.81,385517874,9.78E+12,eng,320,55592,2516,5,1,2007,DoubledayBooks
13442,Night Shift,Stephen King,4,385129912,9.78E+12,eng,344,486,56,10,1,1993,DoubledayBooks
1315,The Afghan Campaign,Steven Pressfield,3.96,038551641X,9.78E+12,eng,354,3002,198,7,1,2006,DoubledayBooks
5345,The Innocent Man: Murder and Injustice in a Small Town,John Grisham,3.82,385517238,9.78E+12,eng,360,52005,4136,10,10,2006,DoubledayBooks
39026,Deep Storm (Jeremy Logan  #1),Lincoln Child,3.87,385515502,9.78E+12,eng,370,21502,801,3,15,2007,DoubledayBooks
43918,Magician (The Riftwar Saga  #1-2),Raymond E. Feist,4.32,385175809,9.78E+12,en-US,568,73,7,1,1,1982,DoubledayBooks
30411,Texas! Trilogy,Sandra Brown,4.29,385424701,9.78E+12,eng,600,949,39,4,1,1992,DoubledayBooks
8246,Laura Ingalls Wilder's Fairy Poems,Laura Ingalls Wilder,3.99,385325339,9.78E+12,eng,39,143,18,10,13,1998,DoubledayBooks
8495,Hailstones and Halibut Bones,Mary O'Neill,4.31,385410786,9.78E+12,en-US,64,125,22,4,1,1990,DoubledayBooks
3439,The Curious Incident of the Dog in the Night-time,Mark Haddon,3.88,385662238,9.78E+12,eng,240,34,6,3,28,2006,DoubledayBooks
6388,The Da Vinci Code (Robert Langdon  #2),Dan Brown,3.84,385504217,9.78E+12,eng,522,2780,334,3,18,2003,DoubledayBooks
4738,Souvenir of Canada 2,Douglas Coupland,3.83,1553650433,9.78E+12,eng,144,332,9,5,10,2004,DouglasMcIntyre
4739,Souvenir of Canada,Douglas Coupland,3.85,1550549170,9.78E+12,en-US,144,893,34,7,1,2002,DouglasMcIntyre
22306,City of Glass: Douglas Coupland's Vancouver,Douglas Coupland,3.83,1550548182,9.78E+12,en-US,152,807,40,5,1,2003,DouglasMcIntyre
22307,Terry: Terry Fox and His Marathon of Hope,Douglas Coupland,4.34,1553651529,9.78E+12,eng,176,256,22,8,4,2005,DouglasMcIntyre
32197,1001 Illuminated Initial Letters: 27 Full-Color Plates,Owen    Jones,3.46,486256073,9.78E+12,eng,32,11,1,4,1,1988,DoverPublications
9143,Ballet Class,John         Green,3.77,486296385,9.78E+12,en-US,48,13,0,7,2,1997,DoverPublications
17473,Black Beauty (Coloring Book),Anna Sewell,3.96,048629272X,9.78E+12,eng,48,68,3,9,13,1996,DoverPublications
23913,The Marriage of Heaven and Hell,William Blake,4.24,486281221,9.78E+12,eng,48,7163,245,9,1,1994,DoverPublications
38640,The Secret Garden Coloring Book,Brian Doherty,4.25,486276805,9.78E+12,eng,48,4,0,7,16,2014,DoverPublications
12204,The Road Not Taken and Other Poems,Robert Frost,4.28,486275507,9.78E+12,eng,49,33928,251,4,19,1993,DoverPublications
1486,The Trojan Women and Hippolytus,Euripides,3.63,486424626,9.78E+12,eng,64,34,4,7,17,2002,DoverPublications
2677,A Modest Proposal and Other Satirical Works,Jonathan Swift,4.05,486287599,9.78E+12,eng,64,13562,141,2,2,1996,DoverPublications
2965,The Wit and Wisdom of Mark Twain,Mark Twain,4.2,486406644,9.78E+12,eng,64,970,53,12,23,1998,DoverPublications
5918,Ruthless Rhymes for Heartless Homes and More Ruthless Rhymes,Harry Graham,3.86,486402185,9.78E+12,eng,64,44,10,6,19,2013,DoverPublications
18525,Dr. Faustus,Christopher Marlowe,3.8,486282082,9.78E+12,eng,64,45469,935,10,20,1994,DoverPublications
33538,World War One British Poets: Brooke  Owen  Sassoon  Rosenberg and Others,Candace Ward,4.02,486295680,9.78E+12,eng,71,469,40,4,22,1997,DoverPublications
22472,Discourse on the Origin of Inequality,Jean-Jacques Rousseau,3.82,486434141,9.78E+12,eng,73,9975,210,6,4,2004,DoverPublications
19178,The Rime of the Ancient Mariner and Other Poems,Samuel Taylor Coleridge,3.94,486272664,9.78E+12,eng,76,3058,78,9,18,1992,DoverPublications
5296,An Ideal Husband,Oscar Wilde,4.04,048641423X,9.78E+12,eng,78,32946,895,2,5,2001,DoverPublications
27803,The Jew of Malta,Christopher Marlowe,3.6,486431843,9.78E+12,en-US,80,2963,120,8,5,2003,DoverPublications
7714,Pygmalion,George Bernard Shaw,3.9,486282228,9.78E+12,eng,82,76944,1636,10,20,1994,DoverPublications
28382,Diary of a Madman and Other Stories,Nikolai Gogol,4.12,486452352,9.78E+12,eng,84,7266,210,12,29,2006,DoverPublications
7724,The Metamorphosis and Other Stories,Franz Kafka,4.03,486290301,9.78E+12,eng,88,2474,126,4,12,1996,DoverPublications
8808,The Adventures of Jimmy Skunk,Thornton W. Burgess,4.14,486280233,9.78E+12,eng,96,275,19,5,20,1994,DoverPublications
12114,The Oil Jar and Other Stories,Luigi Pirandello,3.85,048628459X,9.78E+12,eng,96,214,18,4,3,1995,DoverPublications
20547,The Wit and Wisdom of Abraham Lincoln: A Book of Quotations,Abraham Lincoln,4.15,486440974,9.78E+12,eng,96,461,33,8,8,2005,DoverPublications
21182,The Wisdom of Life,Arthur Schopenhauer,4.14,486435504,9.78E+12,eng,96,1487,77,3,8,2004,DoverPublications
31626,The Gift of the Magi and Other Short Stories,O. Henry,4.15,486270610,9.78E+12,eng,96,4616,133,2,5,1992,DoverPublications
36399,Children's Christmas Stories and Poems: In Easy-to-Read Type,Bob Blaisdell,4.5,486286568,9.78E+12,eng,96,2,0,11,17,2011,DoverPublications
42210,Life Is a Dream,Pedro Calderón de la Barca,3.98,486421244,9.78E+12,eng,96,346,27,7,1,2002,DoverPublications
19104,The Overcoat and Other Short Stories,Nikolai Gogol,4.21,486270572,9.78E+12,rus,103,8944,196,2,21,1992,DoverPublications
12922,The Castle of Otranto,Horace Walpole,3.18,486434125,9.78E+12,eng,106,237,39,3,19,2004,DoverPublications
40016,Young Goodman Brown and Other Short Stories,Nathaniel Hawthorne,3.86,486270602,9.78E+12,eng,111,9101,126,2,5,1992,DoverPublications
14693,The Sword of Welleran and Other Stories,Lord Dunsany,4.01,486442179,9.78E+12,eng,112,328,41,4,1,2005,DoverPublications
38775,Autobiography of Thomas Jefferson,Thomas Jefferson,3.89,486442896,9.78E+12,eng,112,696,34,6,3,2005,DoverPublications
26968,Quicksand,Nella Larsen,3.68,486451402,9.78E+12,eng,125,181,29,9,15,2006,DoverPublications
19511,Essay on the Freedom of the Will,Arthur Schopenhauer,4.15,486440117,9.78E+12,eng,128,379,20,5,6,2005,DoverPublications
24606,Intimate Journals,Charles Baudelaire,3.73,486447782,9.78E+12,eng,128,217,27,6,16,2006,DoverPublications
39103,Mozart's Don Giovanni (the Dover Opera Libretto Series),Wolfgang Amadeus Mozart,3.94,486249441,9.78E+12,eng,128,51,2,10,1,1985,DoverPublications
39899,Arms and Armor: A Pictorial Archive from Nineteenth-Century Sources,Carol Belanger Grafton,3.96,486285618,9.78E+12,eng,128,26,1,7,25,1995,DoverPublications
32585,Hunger,Knut Hamsun,4.05,486431681,9.78E+12,eng,134,28153,1372,11,17,2003,DoverPublications
4922,Three Men in a Boat: To Say Nothing of the Dog,Jerome K. Jerome,3.89,486451100,9.78E+12,eng,144,213,32,6,16,2006,DoverPublications
1532,The Oresteia Trilogy: Agamemnon/The Libation-Bearers/The Furies,Aeschylus,4.02,486292428,9.78E+12,eng,151,89,8,9,24,1996,DoverPublications
42855,Great Speeches by African Americans: Frederick Douglass  Sojourner Truth  Dr. Martin Luther King  Jr.  Barack Obama  and Others,James Daley,4.3,486447618,9.78E+12,eng,160,230,21,4,28,2006,DoverPublications
9140,Technical Manual and Dictionary of Classical Ballet,Gail Grant,4.38,486218430,9.78E+12,eng,176,393,27,6,1,1982,DoverPublications
41675,The Theban Plays: Oedipus Rex  Oedipus at Colonus & Antigone,Sophocles,3.97,048645049X,9.78E+12,eng,176,182,14,6,23,2006,DoverPublications
34015,Physics of Fully Ionized Gases,Lyman S. Spitzer Jr.,4.25,486449823,9.78E+12,eng,192,4,1,7,7,2006,DoverPublications
42212,Life Is A Dream = La Vida Es Sueño,Pedro Calderón de la Barca,3.98,486424731,9.78E+12,eng,208,56,2,12,6,2002,DoverPublications
44446,Great Russian Short Stories,Paul Negri,4.02,048642992X,9.78E+12,eng,208,162,20,7,29,2003,DoverPublications
14570,Eight Cousins (Eight Cousins  #1),Louisa May Alcott,4.01,486455599,9.78E+12,eng,224,31532,767,2,27,2007,DoverPublications
17265,Thirty Years that Shook Physics: The Story of Quantum Theory,George Gamow,4.19,048624895X,9.78E+12,eng,224,958,28,7,1,1985,DoverPublications
18215,Pictorial Encyclopedia of Trades and Industry  Vol 1,Denis Diderot,3.6,486274284,9.78E+12,eng,239,5,0,1,18,1993,DoverPublications
37804,The Odyssey,Homer,3.76,486406547,9.78E+12,en-US,239,242,25,12,23,1998,DoverPublications
44987,Kim,Rudyard Kipling,3.72,486445089,9.78E+12,eng,240,159,19,11,8,2005,DoverPublications
3102,Howards End,E.M. Forster,3.96,486424545,9.78E+12,eng,246,54765,1437,10,29,2002,DoverPublications
17877,The House of the Dead,Fyodor Dostoyevsky,4.05,486434095,9.78E+12,eng,247,11252,399,4,22,2004,DoverPublications
3231,Gorgias/Timaeus,Plato,3.74,486427595,9.78E+12,eng,256,34,5,7,15,2003,DoverPublications
24863,Demian,Hermann Hesse,4.13,486420426,9.78E+12,mul,256,28,3,6,11,2002,DoverPublications
8801,The Burgess Bird Book for Children,Thornton W. Burgess,4.31,486428400,9.78E+12,eng,260,1253,54,4,23,2003,DoverPublications
2314,The House of Mirth,Edith Wharton,3.95,486420493,9.78E+12,eng,272,749,62,8,6,2002,DoverPublications
29093,Philosophy of Right,Georg Wilhelm Friedrich Hegel,3.87,486445631,9.78E+12,en-US,272,19,2,9,20,2005,DoverPublications
35822,Best Ghost and Horror Stories,Bram Stoker,3.52,486297160,9.78E+12,eng,272,55,7,11,2,2011,DoverPublications
8804,The Burgess Animal Book for Children,Thornton W. Burgess,4.26,486437450,9.78E+12,eng,275,478,30,9,10,2004,DoverPublications
30475,The Communist Manifesto and Other Revolutionary Writings: Marx  Marat  Paine  Mao  Gandhi  and Others,Bob Blaisdell,3.85,486424650,9.78E+12,eng,284,311,18,1,15,2003,DoverPublications
9442,Selections from Don Quixote - Selecciones de Don Quijote de la Mancha,Miguel de Cervantes Saavedra,3.34,486406660,9.78E+12,mul,288,26,0,12,23,1998,DoverPublications
24604,Flowers of Evil and Other Works/Les Fleurs du Mal et Oeuvres Choisies : A Dual-Language Book (Dover Foreign Language Study Guides) (English and French Edition),Charles Baudelaire,4.35,486270920,9.78E+12,fre,304,569,24,5,1,1992,DoverPublications
8917,Best Science Fiction Stories of H. G. Wells,H.G. Wells,3.84,486215318,9.78E+12,eng,320,60,4,11,24,2011,DoverPublications
11372,Babbitt,Sinclair Lewis,3.66,486431673,9.78E+12,en-US,320,249,29,9,22,2003,DoverPublications
33999,On the Origin of Species by Means of Natural Selection,Charles Darwin,3.98,486450066,9.78E+12,eng,321,185,14,6,23,2006,DoverPublications
29797,The Pilgrim's Progress,John Bunyan,4,486426750,9.78E+12,eng,324,87175,1875,2,10,2003,DoverPublications
