book_id,title,authors,average_rating,isbn,isbn13,language_code,  num_pages,ratings_count,text_reviews_count,publication_date,publisher,Unnamed: 12,id,best_book_id1,work_id1,books_count1,isbn1,isbn131,authors1,original_publication_year,original_title1,title1,language_code1,average_rating1,ratings_count1,work_ratings_count1,work_text_reviews_count1,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,image_url1,small_image_url,tag_name,toread_count,currently_reading
8254,Christmas Stories (Little House Chapter Books: Laura  #10),Laura Ingalls Wilder/Renée Graef/Heather Henson,4.21,64420817,9.78E+12,eng,80,66,7,10/6/1999,HarperCollins,,,,,,,,,,,,,,,,,,,,,,,,,,
8255,My Little House Crafts Book: 18 Projects from Laura Ingalls Wilder's,Carolyn Strom Collins/Christina Wyss Eriksson/Mary Collier,4.03,64462048,9.78E+12,eng,64,59,6,3/21/1998,HarperCollins,,,,,,,,,,,,,,,,,,,,,,,,,,
8256,Christmas in the Big Woods,Laura Ingalls Wilder/Renée Graef,4.2,64434877,9.78E+12,eng,32,2142,72,9/20/1997,HarperCollins,,,,,,,,,,,,,,,,,,,,,,,,,,
8282,The Long Winter (Little House  #6),Laura Ingalls Wilder/Garth Williams,4.14,60885424,9.78E+12,eng,422,67427,1048,1/1/2007,HarperTrophy,,2556.0,8282.0,3327855.0,70.0,60885424,9780000000000.0,"Laura Ingalls Wilder, Garth Williams",1940.0,"The Long Winter (Little House, #6)","The Long Winter (Little House, #6)",,4.16,54443.0,59849.0,1283.0,1030.0,1791.0,10614.0,19848.0,26566.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,"toread, childrens, classics, historicalfiction, fiction, childrensbooks, children, favorites, youngadult, historical, childhood, booksiown, series, childhoodfavorites, currentlyreading, owned, kids, classic, nonfiction, ya",77.0,216.0
8285,A Little House Birthday,Laura Ingalls Wilder/Doris Ettlinger,4.14,006443494X,9.78E+12,eng,40,453,17,9/5/1998,HarperCollins,,,,,,,,,,,,,,,,,,,,,,,,,,
8290,The Deer in the Wood,Laura Ingalls Wilder/Renée Graef,4.17,64434982,9.78E+12,eng,32,324,23,1/16/1999,HarperCollins,,,,,,,,,,,,,,,,,,,,,,,,,,
8296,The First Four Years  (Little House  #9),Laura Ingalls Wilder/Garth Williams,3.89,60885459,9.78E+12,eng,126,28259,533,1/2/2007,HarperTrophy,,5827.0,8296.0,11181.0,48.0,60885459,9780000000000.0,"Laura Ingalls Wilder, Garth Williams",1953.0,The First Four Years,"The First Four Years  (Little House, #9)",eng,3.88,24180.0,28095.0,749.0,371.0,1783.0,7756.0,9222.0,8963.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,"toread, currentlyreading, childrens, historicalfiction, childrenslit, classics, fiction, historical, littlehouseontheprairie, readalouds, series, audiobook, owned, childhood, children, childrensbooks, middlegrade, stars, audio, history",55.0,91.0
8298,The Little House Cookbook: Frontier Foods from Laura Ingalls Wilder's Classic Stories,Barbara M. Walker/Garth Williams,4.15,64460908,9.78E+12,eng,256,3375,91,9/7/1989,HarperCollins,,,,,,,,,,,,,,,,,,,,,,,,,,
8322,Little House on the Prairie (Little House  #3),Laura Ingalls Wilder/Garth Williams,4.19,60885394,9.78E+12,eng,309,635,30,1/1/2007,HarperTrophy,,,,,,,,,,,,,,,,,,,,,,,,,,
8335,Let the Hurricane Roar,Rose Wilder Lane,3.96,64401588,9.78E+12,en-US,118,192,32,10/1/1985,HarperTrophy,,,,,,,,,,,,,,,,,,,,,,,,,,
8337,Little House in the Big Woods (Little House  #1),Laura Ingalls Wilder/Garth Williams,4.18,60885378,9.78E+12,eng,198,201840,3463,1/1/2007,HarperTrophy,,681.0,8337.0,1200805.0,132.0,60885378,9780000000000.0,"Laura Ingalls Wilder, Garth Williams",1932.0,Little House In The Big Woods,"Little House in the Big Woods (Little House, #1)",eng,4.16,165127.0,177991.0,4096.0,2773.0,5952.0,31155.0,57916.0,80195.0,https://images.gr-assets.com/books/1475195170m/8337.jpg,https://images.gr-assets.com/books/1475195170s/8337.jpg,"toread, classics, currentlyreading, childrens, historicalfiction, childhood, fiction, favorites, childrensbooks, children, history, middlegrade, kidsbooks, biography, childhoodbooks, childrensliterature, historical, kids, classic, readaloud",39.0,667.0
8359,Flowers (Eyewitness Explorers),David Burnie,3.85,789422131,9.78E+12,eng,64,8,2,9/15/1997,Dorling Kindersley Children,,,,,,,,,,,,,,,,,,,,,,,,,,
8362,Animal: The Definitive Visual Guide to the World's Wildlife,David Burnie/Don E. Wilson,4.51,756616344,9.78E+12,eng,624,570,17,9/19/2005,DK,,,,,,,,,,,,,,,,,,,,,,,,,,
8370,The Making Of Disney's Animal Kingdom Theme Park,Melody Malmberg/Walt Disney Company,4.32,786864028,9.78E+12,eng,192,34,2,5/1/1998,Disney Enterprises,,,,,,,,,,,,,,,,,,,,,,,,,,
8373,El Reino Animal,Sergio Ramírez,3.69,9707705736,9.79E+12,spa,256,16,4,7/1/2006,Alfaguara,,,,,,,,,,,,,,,,,,,,,,,,,,
8417,Tree (Eyewitness Books),David Burnie/Peter K. Chadwick,4.02,789458209,9.78E+12,eng,64,5,0,6/14/2000,DK Children,,,,,,,,,,,,,,,,,,,,,,,,,,
8428,Insects & Spiders,David Burnie,4.5,783548818,9.78E+12,eng,64,4,0,5/24/1999,Time Life Medical,,,,,,,,,,,,,,,,,,,,,,,,,,
8486,The Prophet of Yonwood,Jeanne DuPrau,3.27,375875263,9.78E+12,eng,289,621,82,4/1/2006,Random House Books for Young Readers,,,,,,,,,,,,,,,,,,,,,,,,,,
8489,Muhammad: A Prophet for Our Time,Karen Armstrong,4.08,60598972,9.78E+12,eng,256,1896,202,10/17/2006,Eminent Lives,,,,,,,,,,,,,,,,,,,,,,,,,,
8492,Prophet,Frank E. Peretti,3.94,1581345267,9.78E+12,en-US,416,12789,221,3/11/2004,Crossway Books,,7534.0,8492.0,63709.0,18.0,1581345267,9780000000000.0,Frank E. Peretti,1992.0,Prophet,Prophet,en-US,3.92,11708.0,12324.0,243.0,230.0,723.0,3016.0,4130.0,4225.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,"toread, christianfiction, fiction, christian, currentlyreading, booksiown, owned, thriller, frankperetti, favorites, default, suspense, fantasy, mystery, spiritual, religiousfiction, novels, ownedbooks, religion, peretti",33.0,105.0
8494,Access the Power of Your Higher Self: Your Source of Inner Guidance and Spiritual Transformation (Pocket Guides to Practical Spirituality),Elizabeth Clare Prophet,4.21,922729360,9.78E+12,en-GB,100,55,6,9/21/2017,Summit University Press,,,,,,,,,,,,,,,,,,,,,,,,,,
8495,Hailstones and Halibut Bones,Mary O'Neill/John Wallner,4.31,385410786,9.78E+12,en-US,64,125,22,4/1/1990,Doubleday Books for Young Readers,,,,,,,,,,,,,,,,,,,,,,,,,,
8499,The Second Sex,Simone de Beauvoir/H.M. Parshley/Margaret Crosland,4.12,1857151372,9.78E+12,eng,848,47,6,3/18/1993,Everyman's Library,,,,,,,,,,,,,,,,,,,,,,,,,,
8500,The Second Sex,Simone de Beauvoir/H.M. Parshley,4.12,009974421X,9.78E+12,eng,880,333,27,8/7/1997,Vintage Classics,,,,,,,,,,,,,,,,,,,,,,,,,,
8501,The Church and the Second Sex,Mary Daly,3.84,807011010,9.78E+12,eng,231,129,7,1/3/1986,Beacon Press,,,,,,,,,,,,,,,,,,,,,,,,,,
8506,Thomas Jefferson (Oxford Portraits),R.B. Bernstein,4.01,195181301,9.78E+12,eng,253,4245,133,9/15/2005,Oxford University Press  USA,,,,,,,,,,,,,,,,,,,,,,,,,,
8508,The Jefferson Bible: The Life and Morals of Jesus of Nazareth,Thomas Jefferson,3.82,1557091846,9.78E+12,eng,103,1038,100,8/1/2006,Applewood Books,,,,,,,,,,,,,,,,,,,,,,,,,,
8510,Who Was Thomas Jefferson?,Dennis Brindell Fradin/Nancy Harrison/John   O'Brien,4.07,448431459,9.78E+12,eng,103,692,80,7/28/2003,Penguin Workshop,,,,,,,,,,,,,,,,,,,,,,,,,,
8515,The Man Who Listens to Horses,Monty Roberts/Lucy Grealy/Lawrence Scanlan,4.12,034542705X,9.78E+12,en-US,352,9963,206,11/28/1998,Ballantine Books,,9629.0,8515.0,3038432.0,31.0,034542705X,9780000000000.0,"Monty Roberts, Lucy Grealy, Lawrence Scanlan",1997.0,The Man Who Listens to Horses,The Man Who Listens to Horses,en-US,4.1,9021.0,9513.0,221.0,152.0,338.0,1822.0,3325.0,3876.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,"toread, nonfiction, horses, currentlyreading, animals, biography, favorites, memoir, booksiown, horsebooks, autobiography, owned, favourites, equine, horse, biographies, animal, default, memoirs, biographymemoir",26.0,82.0
8520,Under Orders (Sid Halley  #4),Dick Francis,3.87,399154000,9.78E+12,eng,308,4119,252,10/1/2006,Putnam Publishing Group,,,,,,,,,,,,,,,,,,,,,,,,,,
8522,For Kicks,Dick Francis,4,425194981,9.78E+12,eng,292,3062,94,2/3/2004,G.P. Putnam's Sons,,,,,,,,,,,,,,,,,,,,,,,,,,
8523,Forfeit,Dick Francis,3.94,425201910,9.78E+12,eng,256,2538,63,4/5/2005,G.P. Putnam's Sons,,,,,,,,,,,,,,,,,,,,,,,,,,
8525,Dead Cert,Dick Francis,3.97,425194973,9.78E+12,eng,277,4964,124,1/6/2004,G.P. Putnam's Sons,,,,,,,,,,,,,,,,,,,,,,,,,,
8528,Rat Race,Dick Francis,3.98,425210766,9.78E+12,eng,304,2400,93,7/5/2006,G.P. Putnam's Sons,,,,,,,,,,,,,,,,,,,,,,,,,,
8529,Reflex,Dick Francis,4.07,425206955,9.78E+12,eng,304,4675,129,10/4/2005,G.P. Putnam's Sons,,,,,,,,,,,,,,,,,,,,,,,,,,
8532,Decider,Dick Francis,3.99,042519938X,9.78E+12,eng,341,3461,133,12/7/2004,G.P. Putnam's Sons,,,,,,,,,,,,,,,,,,,,,,,,,,
8533,Slay Ride,Dick Francis,3.82,425196739,9.78E+12,en-US,288,2215,60,4/6/2004,G.P. Putnam's Sons,,,,,,,,,,,,,,,,,,,,,,,,,,
8536,Bonecrack,Dick Francis,4,425208850,9.78E+12,eng,304,2910,84,6/6/2006,G.P. Putnam's Sons,,,,,,,,,,,,,,,,,,,,,,,,,,
8537,Nerve,Dick Francis,4.04,515123463,9.78E+12,eng,320,3581,113,9/1/1998,Jove,,,,,,,,,,,,,,,,,,,,,,,,,,
8538,Break In (Kit Fielding  #1),Dick Francis,4.05,425199932,9.78E+12,eng,320,3758,128,1/4/2005,G.P. Putnam's Sons,,,,,,,,,,,,,,,,,,,,,,,,,,
8540,Blood Sport,Dick Francis,3.89,425199169,9.78E+12,eng,288,4600,113,11/2/2004,G.P. Putnam's Sons,,,,,,,,,,,,,,,,,,,,,,,,,,
8541,Straight,Dick Francis,4.05,042520846X,9.78E+12,eng,320,3513,143,2/7/2006,G.P. Putnam's Sons,,,,,,,,,,,,,,,,,,,,,,,,,,
8542,10 lb Penalty,Dick Francis,3.9,042519745X,9.78E+12,eng,320,3490,177,8/3/2004,G.P. Putnam's Sons,,,,,,,,,,,,,,,,,,,,,,,,,,
8544,Trial Run,Dick Francis,3.83,425199835,9.78E+12,eng,272,2004,54,9/7/2004,G.P. Putnam's Sons,,,,,,,,,,,,,,,,,,,,,,,,,,
8545,Wild Horses,Dick Francis,3.91,425196747,9.78E+12,eng,352,2935,154,5/4/2004,G.P. Putnam's Sons,,,,,,,,,,,,,,,,,,,,,,,,,,
8546,Field of Thirteen,Dick Francis,3.73,042519499X,9.78E+12,eng,304,2053,85,3/2/2004,G.P. Putnam's Sons,,,,,,,,,,,,,,,,,,,,,,,,,,
8548,Driving Force,Dick Francis,3.96,449221393,9.78E+12,eng,384,2635,107,12/29/1993,Fawcett Books,,,,,,,,,,,,,,,,,,,,,,,,,,
8551,Flying Finish,Dick Francis,3.97,515125601,9.78E+12,eng,276,2587,89,8/1/1999,Jove,,,,,,,,,,,,,,,,,,,,,,,,,,
8552,Bolt (Kit Fielding  #2),Dick Francis,4.04,425202887,9.78E+12,eng,288,5043,121,5/3/2005,G.P. Putnam's Sons,,,,,,,,,,,,,,,,,,,,,,,,,,
8557,Come to Grief (Sid Halley  #3),Dick Francis,4.01,425207188,9.78E+12,eng,384,3786,134,12/6/2005,G.P. Putnam's Sons,,,,,,,,,,,,,,,,,,,,,,,,,,
8559,Enquiry,Dick Francis,3.96,425197050,9.78E+12,en-US,272,96,4,7/6/2004,G.P. Putnam's Sons,,,,,,,,,,,,,,,,,,,,,,,,,,
8568,Odds Against (Sid Halley  #1),Dick Francis,4.06,425198006,9.78E+12,eng,288,3749,130,2/1/2005,G.P. Putnam's Sons,,,,,,,,,,,,,,,,,,,,,,,,,,
8572,Banker,Dick Francis,4.06,718132386,9.78E+12,eng,288,3092,132,10/3/2000,Michael Joseph,,,,,,,,,,,,,,,,,,,,,,,,,,
8574,Whip Hand (Sid Halley  #2),Dick Francis,4.1,425203549,9.78E+12,eng,304,5108,143,6/7/2005,G.P. Putnam's Sons,,,,,,,,,,,,,,,,,,,,,,,,,,
8581,A Jockey's Life: The Biography of Lester Piggott,Dick Francis,3.59,449213307,9.78E+12,eng,468,82,2,7/12/1987,Fawcett,,,,,,,,,,,,,,,,,,,,,,,,,,
8582,The Dick Francis Treasury of Great Racing Stories,Dick Francis/John Welcome,3.79,449220494,9.78E+12,eng,221,64,3,3/22/1992,Fawcett,,,,,,,,,,,,,,,,,,,,,,,,,,
8583,Come to Grief / Decider / Wild Horses,Dick Francis,4.09,399143068,9.78E+12,eng,707,32,0,11/10/1997,Putnam Adult,,,,,,,,,,,,,,,,,,,,,,,,,,
8586,Odds Against,Dick Francis,4.06,515125512,9.78E+12,eng,277,56,4,4/1/2000,Jove,,,,,,,,,,,,,,,,,,,,,,,,,,
8598,Eats  Shoots & Leaves: Why  Commas Really Do Make a Difference!,Lynne Truss/Bonnie Timmons,4.15,399244913,9.78E+12,eng,32,1371,205,7/25/2006,G.P. Putnam's Sons Books for Young Readers,,,,,,,,,,,,,,,,,,,,,,,,,,
8601,Talk to the Hand: The Utter Bloody Rudeness of Everyday Life,Lynne Truss,3.33,1861979339,9.78E+12,eng,214,204,30,10/24/2005,Profile Books,,,,,,,,,,,,,,,,,,,,,,,,,,
8614,The Spice and Herb Bible,Ian Hemphill/Kate Hemphill,4.25,778801462,9.78E+12,eng,606,155,16,9/14/2006,Robert Rose,,,,,,,,,,,,,,,,,,,,,,,,,,
8627,Master and Commander (Aubrey/Maturin   #1),Patrick O'Brian,4.1,393325172,9.78E+12,en-US,459,541,95,10/17/2003,W. W. Norton  Company,,,,,,,,,,,,,,,,,,,,,,,,,,
8628,The Making of Master and Commander: The Far Side of the World,Tom McGregor,3.97,393325539,9.78E+12,eng,168,96,13,10/17/2003,W. W. Norton  Company,,,,,,,,,,,,,,,,,,,,,,,,,,
8630,The Ionian Mission (Aubrey/Maturin  #8),Patrick O'Brian/Simon Vance,4.32,786177837,9.78E+12,eng,10,3659,80,10/1/2005,Blackstone Audiobooks,,,,,,,,,,,,,,,,,,,,,,,,,,
8632,Her Master and Commander (Just Ask Reeves  #1),Karen Hawkins,3.8,60584084,9.78E+12,eng,372,799,31,2/28/2006,Avon,,,,,,,,,,,,,,,,,,,,,,,,,,
8643,Strange Sounds: Music  Technology & Culture,Timothy D. Taylor,3.77,415936845,9.78E+12,eng,278,26,0,10/14/2001,Routledge,,,,,,,,,,,,,,,,,,,,,,,,,,
8645,Stanley Park,Timothy  Taylor,3.57,1582432902,9.78E+12,eng,436,1818,89,9/25/2003,Counterpoint LLC,,,,,,,,,,,,,,,,,,,,,,,,,,
8646,Crow Lake,Mary Lawson,3.88,385337639,9.78E+12,eng,324,14109,1591,1/13/2003,Dial Press Trade Paperback,,8016.0,8646.0,2744160.0,48.0,385337639,9780000000000.0,Mary Lawson,2002.0,Crow Lake,Crow Lake,eng,3.85,12220.0,13615.0,1551.0,143.0,663.0,3565.0,5961.0,3283.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,"toread, fiction, currentlyreading, bookclub, canadian, favorites, canada, booksiown, contemporary, owned, contemporaryfiction, canlit, readin, adultfiction, family, literaryfiction, bookgroup, novels, canadianauthors, comingofage",27.0,183.0
8648,Xenocide (Ender's Saga  #3),Orson Scott Card/Piotr W. Cholewa,3.79,312861877,9.78E+12,eng,592,119937,3139,7/15/1996,Tor Books,,838.0,8648.0,1150594.0,79.0,312861877,9780000000000.0,Orson Scott Card,1991.0,Xenocide,"Xenocide (Ender's Saga, #3)",eng,3.77,104467.0,115183.0,3217.0,1842.0,8424.0,33016.0,43038.0,28863.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,"toread, scifi, sciencefiction, currentlyreading, fiction, scififantasy, favorites, owned, fantasy, series, sf, orsonscottcard, default, booksiown, youngadult, ender, audiobook, fantasyscifi, audiobooks, ebook",8.0,1927.0
8656,The Life of Sir Arthur Conan Doyle,John Dickson Carr/Daniel Stashower,4.01,786712341,9.78E+12,eng,320,148,6,11/11/2003,Da Capo Press,,,,,,,,,,,,,,,,,,,,,,,,,,
8660,The Lost World (TV Tie-in),Arthur Conan Doyle/Philip Gooden,3.92,142002720,9.78E+12,eng,224,18,4,9/3/2002,Penguin Books,,,,,,,,,,,,,,,,,,,,,,,,,,
8661,Las aventuras de Sherlock Holmes,Arthur Conan Doyle/Javier Gomez Rea,4.33,8497643658,9.79E+12,eng,192,116,11,4/1/2005,Edimat Libros,,,,,,,,,,,,,,,,,,,,,,,,,,
8675,Wild Ducks Flying Backward,Tom Robbins,3.55,553383531,9.78E+12,eng,272,5768,262,8/29/2006,Bantam,,,,,,,,,,,,,,,,,,,,,,,,,,
8676,Unlimited Power: The New Science Of Personal Achievement,Anthony Robbins/Kenneth H. Blanchard/Jason Winters,4.23,684845776,9.78E+12,eng,448,25135,420,12/22/1997,Free Press,,4702.0,8676.0,165637.0,70.0,684845776,9780000000000.0,"Anthony Robbins, Kenneth H. Blanchard, Jason Winters",1986.0,Unlimited Power : The New Science Of Personal Achievement,Unlimited Power : The New Science Of Personal Achievement,,4.21,18588.0,19679.0,381.0,361.0,725.0,3052.0,5911.0,9630.0,https://images.gr-assets.com/books/1419212761m/8676.jpg,https://images.gr-assets.com/books/1419212761s/8676.jpg,"toread, currentlyreading, selfhelp, selfimprovement, nonfiction, personaldevelopment, psychology, business, selfdevelopment, favorites, owned, default, success, personalgrowth, nlp, inspirational, mylibrary, ownedbooks, audiobook, motivation",29.0,665.0
8677,Robbins and Cotran Review of Pathology,Edward C. Klatt/Vinay   Kumar,4.33,721601944,9.78E+12,en-US,432,55,6,11/12/2004,Saunders,,,,,,,,,,,,,,,,,,,,,,,,,,
8680,Fierce Invalids Home from Hot Climates,Tom Robbins,4.03,055337933X,9.78E+12,en-US,445,24792,1139,5/29/2001,Bantam,,3428.0,8680.0,1117682.0,38.0,055337933X,9780000000000.0,Tom Robbins,2000.0,Fierce Invalids Home From Hot Climates,Fierce Invalids Home from Hot Climates,en-US,4.01,22847.0,23623.0,1107.0,361.0,1244.0,4854.0,8388.0,8776.0,https://images.gr-assets.com/books/1327866336m/8680.jpg,https://images.gr-assets.com/books/1327866336s/8680.jpg,"toread, fiction, currentlyreading, favorites, humor, tomrobbins, booksiown, literature, owned, novels, default, contemporary, humour, modernfiction, american, contemporaryfiction, bookclub, comedy, audiobook, alltimefavorites",8.0,456.0
8682,Jitterbug Perfume,Tom Robbins,4.25,1842430351,9.78E+12,eng,342,54516,2721,4/9/2001,No Exit Press,,1503.0,8682.0,1105831.0,31.0,1842430351,9780000000000.0,Tom Robbins,1984.0,Jitterbug Perfume,Jitterbug Perfume,eng,4.24,48277.0,55296.0,3099.0,687.0,1888.0,7929.0,17887.0,26905.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,"fiction, toread, humor, bookclub, magicalrealism, literature, novels, currentlyreading, booksiown, alltimefavorites, favourites, tomrobbins, contemporaryfiction, contemporary, generalfiction, humour, abandoned, american, adultfiction, comedy",11.0,72.0
8694,Life  the Universe and Everything (Hitchhiker's Guide to the Galaxy  #3),Douglas Adams,4.2,345418905,9.78E+12,eng,224,166574,2192,4/26/2005,Del Rey,,751.0,8694.0,74123.0,142.0,345418905,9780000000000.0,Douglas Adams,1982.0,"Life, the Universe and Everything","Life, the Universe and Everything (Hitchhiker's Guide, #3)",eng,4.19,131562.0,145992.0,2354.0,657.0,3816.0,25663.0,53047.0,62809.0,https://images.gr-assets.com/books/1333577589m/8694.jpg,https://images.gr-assets.com/books/1333577589s/8694.jpg,"toread, sciencefiction, scifi, currentlyreading, fiction, humor, favorites, fantasy, humour, owned, comedy, scififantasy, booksiown, series, funny, classics, douglasadams, default, readin, sf",12.0,1959.0
8698,So Long  and Thanks for All the Fish (Hitchhiker's Guide to the Galaxy  #4),Douglas Adams,4.09,330491237,9.78E+12,eng,167,93997,1394,3/8/2002,Picador USA,,1014.0,6091075.0,3078120.0,119.0,330491237,9780000000000.0,Douglas Adams,1984.0,"So Long, and Thanks for All the Fish","So Long, and Thanks for All the Fish (Hitchhiker's Guide to the Galaxy, #4)",eng,4.08,93774.0,109535.0,2020.0,624.0,4454.0,22611.0,39988.0,41858.0,https://images.gr-assets.com/books/1369563116m/8698.jpg,https://images.gr-assets.com/books/1369563116s/8698.jpg,"toread, sciencefiction, scifi, fiction, humor, currentlyreading, fantasy, favorites, humour, owned, comedy, scififantasy, booksiown, series, douglasadams, default, funny, sf, classics, fantasyscifi",99.0,759.0
8703,The Restaurant at the End of the Universe (The Hitchhiker's Guide to the Galaxy  #2),Douglas Adams/Martin  Freeman,4.22,739332074,9.78E+12,eng,6,493,95,6/1/2006,Random House Audio Publishing Group,,,,,,,,,,,,,,,,,,,,,,,,,,
8704,Starship Titanic,Terry Jones/Marie-Catherine Caillava,3.6,2290053651,9.78E+12,fre,189,8790,152,11/30/2001,J'ai Lu,,,,,,,,,,,,,,,,,,,,,,,,,,
8706,The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy  #1),Douglas Adams,4.22,330491199,9.78E+12,eng,180,3115,306,3/8/2002,Picador USA,,,,,,,,,,,,,,,,,,,,,,,,,,
8710,The Illustrated Hitchhiker's Guide To The Galaxy,Douglas Adams,4.35,517599244,9.78E+12,eng,96,294,19,10/11/1994,Harmony,,,,,,,,,,,,,,,,,,,,,,,,,,
8712,Margaret Atwood: The Handmaid's Tale,Hélène Greven-Borde,4.27,2864603497,9.78E+12,fre,108,2122,86,11/1/1998,Klincksieck,,,,,,,,,,,,,,,,,,,,,,,,,,
8713,Point to Point Navigation,Gore Vidal,3.7,385517211,9.78E+12,eng,277,621,90,11/7/2006,Doubleday Books,,,,,,,,,,,,,,,,,,,,,,,,,,
8714,An Inconvenient Truth: The Planetary Emergency of Global Warming and What We Can Do About It,Al Gore,3.77,1594865671,9.78E+12,eng,328,5783,433,5/24/2006,Rodale Books,,,,,,,,,,,,,,,,,,,,,,,,,,
8715,Palimpsest,Gore Vidal,3.99,140260897,9.78E+12,en-US,448,1485,94,9/1/1996,Penguin Books,,,,,,,,,,,,,,,,,,,,,,,,,,
8716,Lincoln,Gore Vidal,4.21,375708766,9.78E+12,eng,672,7326,430,2/15/2000,Vintage,,,,,,,,,,,,,,,,,,,,,,,,,,
8722,Burr,Gore Vidal,4.07,375708731,9.78E+12,eng,430,7265,526,2/15/2000,Vintage,,,,,,,,,,,,,,,,,,,,,,,,,,
8725,Comfort Me with Apples: More Adventures at the Table,Ruth Reichl,4.04,375758739,9.78E+12,eng,302,17939,947,4/9/2002,Random House Trade,,6021.0,8725.0,77870.0,24.0,375758739,9780000000000.0,Ruth Reichl,2001.0,Comfort Me with Apples: More Adventures at the Table,Comfort Me with Apples: More Adventures at the Table,eng,4.02,16021.0,16748.0,936.0,145.0,600.0,3525.0,7017.0,5461.0,https://images.gr-assets.com/books/1339885200m/8725.jpg,https://images.gr-assets.com/books/1339885200s/8725.jpg,"toread, food, nonfiction, memoir, currentlyreading, memoirs, cooking, foodwriting, biography, foodie, favorites, biographymemoir, cookbooks, autobiography, foodbooks, foodiebooks, bookclub, memoirbiography, culinary, foodandcooking",21.0,123.0
8726,Comfort Me With Apples,Ruth Reichl,4.04,965193772,9.78E+12,eng,299,15,3,1/1/2001,Random house,,,,,,,,,,,,,,,,,,,,,,,,,,
8737,The Last Temptation of Christ,Nikos Kazantzakis/Peter A. Bien,4.16,068485256X,9.78E+12,eng,506,8966,454,3/1/1998,Simon  Schuster,,,,,,,,,,,,,,,,,,,,,,,,,,
8738,Her Last Temptation,Leslie Kelly,3.59,373692285,9.78E+12,eng,207,112,5,5/31/2005,Harlequin Temptation,,,,,,,,,,,,,,,,,,,,,,,,,,
8741,The Last Temptation (Tony Hill & Carol Jordan  #3),Val McDermid,4.01,312936915,9.78E+12,eng,496,4991,271,3/1/2005,St. Martin's Paperbacks,,,,,,,,,,,,,,,,,,,,,,,,,,
8742,The Last Temptation,Nikos Kazantzakis/Peter A. Bien,4.16,571178561,9.78E+12,eng,589,114,14,11/10/1995,Faber  Faber,,,,,,,,,,,,,,,,,,,,,,,,,,
8744,Desert Dawn,Waris Dirie/Jeanne D'Haem,3.83,1844080080,9.78E+12,en-GB,240,2011,84,6/1/2004,Virago UK,,,,,,,,,,,,,,,,,,,,,,,,,,
8745,Desert Flower,Waris Dirie/Cathleen Miller,4.15,688172377,9.78E+12,eng,240,11981,735,3/15/2011,William Morrow Paperbacks,,8176.0,8745.0,2736618.0,81.0,688172377,9780000000000.0,"Waris Dirie, Cathleen Miller",1998.0,Desert Flower: The Extraordinary Journey of a Desert Nomad,Desert Flower,eng,4.09,9609.0,12900.0,821.0,84.0,477.0,2437.0,5078.0,4824.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,"toread, nonfiction, biography, currentlyreading, africa, favorites, memoir, autobiography, biographies, booksiown, somalia, feminism, memoirs, default, women, biographymemoir, readin, ownedbooks, african, bookclub",9.0,142.0
8746,Desert Children,Waris Dirie/Corinna Milborn/Sheelagh Alabaster,3.71,1844082520,9.78E+12,en-US,240,509,25,11/1/2005,Virago UK,,,,,,,,,,,,,,,,,,,,,,,,,,
8750,L'Aube du désert,Waris Dirie/Jeanne d' Haem,3.83,2226135510,9.78E+12,fre,288,1,0,11/1/2002,Albin Michel,,,,,,,,,,,,,,,,,,,,,,,,,,
8758,The Beach,Joanna Strange,3.84,582435676,9.78E+12,eng,112,68,9,2/19/2001,Longman,,,,,,,,,,,,,,,,,,,,,,,,,,
